"","polymer_number","polymer_name","area","elongation","length","width","volume","weight","FTIR_analysed_filter","shape","sampletype","location","sieve","sample_volume"
"3784",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3785",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3786",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3787",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3788",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3789",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3790",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3791",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3792",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3793",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3794",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3795",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3796",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3797",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3798",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3799",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3800",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3801",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3802",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3803",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3804",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3805",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3806",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3807",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3808",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3809",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3810",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3811",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3812",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3813",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3814",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3815",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3816",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3817",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3818",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3819",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3820",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3821",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3822",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3823",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3824",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3825",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3826",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3827",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3828",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3829",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3830",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3831",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3832",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3833",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3834",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3835",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3836",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3837",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3838",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3839",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3840",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3841",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3842",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3843",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3844",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3845",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3846",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3847",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3848",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3849",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3850",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3851",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3852",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3853",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3854",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3855",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3856",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3857",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3858",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3859",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3860",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3861",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3862",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3863",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3864",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3865",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3866",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3867",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3868",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3869",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3870",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3871",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3872",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3873",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3874",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3875",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3876",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3877",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3878",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3879",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3880",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3881",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3882",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3883",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3884",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3885",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3886",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3887",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3888",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3889",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3890",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3891",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3892",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3893",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3894",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3895",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3896",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3897",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3898",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3899",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3900",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3901",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3902",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3903",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3904",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3905",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3906",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3907",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3908",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3909",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3910",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3911",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3912",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3913",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3914",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3915",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3916",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3917",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3918",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3919",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3920",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3921",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3922",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3923",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3924",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3925",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3926",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3927",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3928",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3929",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3930",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3931",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3932",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3933",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3934",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3935",32,"rubber type 3",30.25,1,5.5,5.5,60.9796224031169,6.70775846434286e-11,"BS100II","particle","sample","BS",100,1870
"3936",1,"polyethylene",41200.5,2.69268140654723,467.5,173.618757445006,5165014.73706191,4.90676400020882e-06,"BS100I","particle","sample","BS",100,1870
"3937",1,"polyethylene",16909.75,1.44642457195928,224.424263394135,155.157944454813,1980224.84693835,1.88121360459143e-06,"BS100I","particle","sample","BS",100,1870
"3938",1,"polyethylene",14550.25,1.68671380786187,234.960102996232,139.300515535635,1671076.12198894,1.58752231588949e-06,"BS100I","particle","sample","BS",100,1870
"3939",1,"polyethylene",13854.5,1.92328310824108,204.389945936682,106.2713778647,846035.943102221,8.0373414594711e-07,"BS100I","particle","sample","BS",100,1870
"3940",1,"polyethylene",12311.75,1.96767254549712,221.439043531171,112.53856442624,1027906.47311284,9.765111494572e-07,"BS100I","particle","sample","BS",100,1870
"3941",1,"polyethylene",10890,2.37790185577365,270.843589549393,113.900238940381,1287847.66112281,1.22345527806667e-06,"BS100I","particle","sample","BS",100,1870
"3942",1,"polyethylene",9256.5,1.46487530481612,146.448796512638,99.9735581801081,536479.051577202,5.09655098998342e-07,"BS100I","particle","sample","BS",100,1870
"3943",1,"polyethylene",9135.5,1.51940305212403,154,101.355594741446,579846.227409699,5.50853916039214e-07,"BS100I","particle","sample","BS",100,1870
"3944",1,"polyethylene",8591,2.7247119471021,184.885099453688,67.8549156912987,312004.74870148,2.96404511266406e-07,"BS100I","particle","sample","BS",100,1870
"3945",1,"polyethylene",8076.75,1.34347592687907,124.693624536301,92.8141859794745,393703.822550944,3.74018631423396e-07,"BS100I","particle","sample","BS",100,1870
"3946",1,"polyethylene",7955.75,1.22578256644692,128.86911965246,105.132119822852,522055.128840219,4.95952372398208e-07,"BS100I","particle","sample","BS",100,1870
"3947",1,"polyethylene",7623,1.13917619948648,149.61617559609,131.337167738875,945911.498608794,8.98615923678354e-07,"BS100I","particle","sample","BS",100,1870
"3948",1,"polyethylene",6624.75,2.53572896724098,179.067026557097,70.6175734356705,327293.865170314,3.10929171911798e-07,"BS100I","particle","sample","BS",100,1870
"3949",1,"polyethylene",6564.25,1.4616627747424,132.457540366715,90.6211355010115,398687.250718032,3.78752888182131e-07,"BS100I","particle","sample","BS",100,1870
"3950",1,"polyethylene",6443.25,1.63749051613245,123.597127798343,75.479599167551,258085.860103422,2.45181567098251e-07,"BS100I","particle","sample","BS",100,1870
"3951",1,"polyethylene",5687,1.6059448841998,146.138632811451,90.9985356591285,443537.66911673,4.21360785660893e-07,"BS100I","particle","sample","BS",100,1870
"3952",1,"polyethylene",5656.75,2.67157694935146,148.092032196199,55.4324412149719,166784.76037564,1.58445522356858e-07,"BS100I","particle","sample","BS",100,1870
"3953",1,"polyethylene",5535.75,2.21777299044573,141.404561454007,63.7597094306695,210694.277366035,2.00159563497733e-07,"BS100I","particle","sample","BS",100,1870
"3954",1,"polyethylene",5293.75,1.46140313238556,133.933752280745,91.6473691021276,412312.691459586,3.91697056886606e-07,"BS100I","particle","sample","BS",100,1870
"3955",1,"polyethylene",5172.75,1.44284168395962,105.794612339192,73.3237842483579,208473.066946599,1.98049413599269e-07,"BS100I","particle","sample","BS",100,1870
"3956",1,"polyethylene",5172.75,2.72392176337722,146.448796512638,53.7639511096182,155154.660159151,1.47396927151193e-07,"BS100I","particle","sample","BS",100,1870
"3957",1,"polyethylene",5021.5,1.77328739983429,114.843371598016,64.7629772865629,176545.319556139,1.67718053578332e-07,"BS100I","particle","sample","BS",100,1870
"3958",1,"polyethylene",4779.5,2.06219320551172,120.624417097037,58.4932666709591,151266.807837465,1.43703467445592e-07,"BS100I","particle","sample","BS",100,1870
"3959",1,"polyethylene",4688.75,2.11752845322773,127.571548552175,60.2454943912178,169706.952607435,1.61221604977063e-07,"BS100I","particle","sample","BS",100,1870
"3960",1,"polyethylene",4356,1.44153688834966,94.6255779374689,65.6421481144341,149441.348160746,1.41969280752709e-07,"BS100I","particle","sample","BS",100,1870
"3961",1,"polyethylene",4144.25,1.6902981326143,121,71.585004837493,227261.647092306,2.1589856473769e-07,"BS100I","particle","sample","BS",100,1870
"3962",1,"polyethylene",3327.5,1.97748336357898,89.5335132785484,45.2764938140895,67270.9970711713,6.39074472176128e-08,"BS100I","particle","sample","BS",100,1870
"3963",1,"polyethylene",3085.5,1.19008004934081,73.7902432574931,62.0044368430223,103977.923266277,9.87790271029633e-08,"BS100I","particle","sample","BS",100,1870
"3964",1,"polyethylene",2964.5,1.85274076841977,94.6255779374689,51.0732961407098,90467.5817207156,8.59442026346799e-08,"BS100I","particle","sample","BS",100,1870
"3965",1,"polyethylene",2843.5,1.33998871167076,77.1961786619001,57.609573863983,93903.5023199485,8.9208327203951e-08,"BS100I","particle","sample","BS",100,1870
"3966",1,"polyethylene",2783,2.75063951582741,94.9447207589764,34.5173259573479,41461.1908088743,3.93881312684305e-08,"BS100I","particle","sample","BS",100,1870
"3967",1,"polyethylene",2692.25,1.25701544898906,71.7112264572291,57.048802793078,85541.5040969867,8.12644288921373e-08,"BS100I","particle","sample","BS",100,1870
"3968",1,"polyethylene",2420,1.59888121242003,70.4343666117613,44.0522823488265,50097.7364936786,4.75928496689946e-08,"BS100I","particle","sample","BS",100,1870
"3969",1,"polyethylene",2359.5,2.22799506515806,88.8552193177193,39.8812460167705,51798.4832068036,4.92085590464634e-08,"BS100I","particle","sample","BS",100,1870
"3970",1,"polyethylene",2359.5,2.13612961533822,76.6061355245127,35.8621194961446,36110.3853871625,3.43048661178044e-08,"BS100I","particle","sample","BS",100,1870
"3971",1,"polyethylene",2238.5,1.81591918179725,88.684835231284,48.8374351239083,77526.7753743157,7.36504366056e-08,"BS100I","particle","sample","BS",100,1870
"3972",1,"polyethylene",1966.25,2.88168930530867,82.5,28.6290405589589,24783.5890100589,2.35444095595559e-08,"BS100I","particle","sample","BS",100,1870
"3973",1,"polyethylene",1633.5,2.39503581831866,68.0312428226914,28.4051045509833,20118.6044217354,1.91126742006487e-08,"BS100I","particle","sample","BS",100,1870
"3974",1,"polyethylene",1633.5,2.37626701204337,67.1360558865354,28.2527407678839,19641.4549541097,1.86593822064042e-08,"BS100I","particle","sample","BS",100,1870
"3975",1,"polyethylene",1512.5,1.09748423701355,50.7074945151109,46.203392089799,39674.9635891071,3.76912154096517e-08,"BS100I","particle","sample","BS",100,1870
"3976",1,"polyethylene",1482.25,1.63560234524347,62.7096483804526,38.3404001362678,33786.5859839577,3.20972566847598e-08,"BS100I","particle","sample","BS",100,1870
"3977",1,"polyethylene",1452,1.52423817403591,49.8046182597558,32.6750891744708,19489.4615637123,1.85149884855267e-08,"BS100I","particle","sample","BS",100,1870
"3978",1,"polyethylene",1300.75,2.23209753967722,61.4918693812442,27.5489167870936,17105.0131651544,1.62497625068967e-08,"BS100I","particle","sample","BS",100,1870
"3979",1,"polyethylene",1270.5,1.92391782654264,58.4658019700406,30.3889288635087,19789.2510735206,1.87997885198446e-08,"BS100I","particle","sample","BS",100,1870
"3980",1,"polyethylene",1149.5,1.87508965680846,49.8046182597558,26.5611929962468,12878.3858526657,1.22344665600324e-08,"BS100I","particle","sample","BS",100,1870
"3981",1,"polyethylene",1119.25,1.5234974199867,46.9920205992464,30.8448310989963,16386.4763231961,1.55671525070363e-08,"BS100I","particle","sample","BS",100,1870
"3982",1,"polyethylene",1089,1.31854378732759,40.0406043910428,30.3672921414287,13533.4780104731,1.28568041099494e-08,"BS100I","particle","sample","BS",100,1870
