"","polymer_number","polymer_name","area","elongation","length","width","volume","weight","FTIR_analysed_filter","shape","sampletype","location","sieve","sample_volume"
"14818",3,"polyethylene, chlorinated",121,2.44948974278318,12.2983738762488,5.02079011046402,113.628817446365,1.31809428237784e-10,"EUS100I","particle","sample","EUS",100,1299
"14819",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14820",3,"polyethylene, chlorinated",121,1.63299316185545,11,6.73609679265374,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14821",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14822",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14823",3,"polyethylene, chlorinated",121,1.63299316185545,11,6.73609679265374,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14824",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14825",3,"polyethylene, chlorinated",121,4,22,5.5,243.918489612467,2.82945447950462e-10,"EUS100I","particle","sample","EUS",100,1299
"14826",3,"polyethylene, chlorinated",121,4,22,5.5,243.918489612467,2.82945447950462e-10,"EUS100I","particle","sample","EUS",100,1299
"14827",3,"polyethylene, chlorinated",121,4,22,5.5,243.918489612467,2.82945447950462e-10,"EUS100I","particle","sample","EUS",100,1299
"14828",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14829",3,"polyethylene, chlorinated",121,2.44948974278318,12.2983738762488,5.02079011046402,113.628817446365,1.31809428237784e-10,"EUS100I","particle","sample","EUS",100,1299
"14830",3,"polyethylene, chlorinated",121,1.63299316185545,11,6.73609679265374,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14831",3,"polyethylene, chlorinated",121,4,22,5.5,243.918489612467,2.82945447950462e-10,"EUS100I","particle","sample","EUS",100,1299
"14832",3,"polyethylene, chlorinated",121,2.44948974278318,12.2983738762488,5.02079011046402,113.628817446365,1.31809428237784e-10,"EUS100I","particle","sample","EUS",100,1299
"14833",3,"polyethylene, chlorinated",121,2.44948974278318,12.2983738762488,5.02079011046402,113.628817446365,1.31809428237784e-10,"EUS100I","particle","sample","EUS",100,1299
"14834",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14835",3,"polyethylene, chlorinated",121,4,22,5.5,243.918489612467,2.82945447950462e-10,"EUS100I","particle","sample","EUS",100,1299
"14836",3,"polyethylene, chlorinated",121,1.63299316185545,11,6.73609679265374,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14837",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14838",3,"polyethylene, chlorinated",121,4,22,5.5,243.918489612467,2.82945447950462e-10,"EUS100I","particle","sample","EUS",100,1299
"14839",3,"polyethylene, chlorinated",121,4,22,5.5,243.918489612467,2.82945447950462e-10,"EUS100I","particle","sample","EUS",100,1299
"14840",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14841",3,"polyethylene, chlorinated",121,1.63299316185545,11,6.73609679265374,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14842",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14843",3,"polyethylene, chlorinated",121,2.44948974278318,12.2983738762488,5.02079011046402,113.628817446365,1.31809428237784e-10,"EUS100I","particle","sample","EUS",100,1299
"14844",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14845",3,"polyethylene, chlorinated",121,2.61803398874989,12.2983738762488,4.69756081437327,99.4693262567895,1.15384418457876e-10,"EUS100I","particle","sample","EUS",100,1299
"14846",3,"polyethylene, chlorinated",121,2.44948974278318,12.2983738762488,5.02079011046402,113.628817446365,1.31809428237784e-10,"EUS100I","particle","sample","EUS",100,1299
"14847",3,"polyethylene, chlorinated",90.75,1.73205080702068,7.77817459305202,4.49073119652383,57.4921393903117,6.66908816927616e-11,"EUS100I","particle","sample","EUS",100,1299
"14848",3,"polyethylene, chlorinated",90.75,1.73205080700177,7.77817459305202,4.49073119657284,57.4921393915667,6.66908816942174e-11,"EUS100I","particle","sample","EUS",100,1299
"14849",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14850",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14851",3,"polyethylene, chlorinated",90.75,1.73205080817379,7.77817459305202,4.49073119353412,57.492139313761,6.66908816039627e-11,"EUS100I","particle","sample","EUS",100,1299
"14852",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14853",3,"polyethylene, chlorinated",90.75,1.73205080454432,7.77817459305202,4.49073120294434,57.4921395547077,6.66908818834609e-11,"EUS100I","particle","sample","EUS",100,1299
"14854",3,"polyethylene, chlorinated",90.75,1.73205080726642,7.77817459305202,4.49073119588668,57.4921393739977,6.66908816738373e-11,"EUS100I","particle","sample","EUS",100,1299
"14855",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14856",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14857",3,"polyethylene, chlorinated",90.75,1.73205080847624,7.77817459305202,4.49073119274994,57.4921392936821,6.66908815806712e-11,"EUS100I","particle","sample","EUS",100,1299
"14858",3,"polyethylene, chlorinated",90.75,1.73205080726642,7.77817459305202,4.49073119588668,57.4921393739977,6.66908816738373e-11,"EUS100I","particle","sample","EUS",100,1299
"14859",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14860",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14861",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14862",3,"polyethylene, chlorinated",90.75,1.73205080635905,7.77817459305202,4.49073119823923,57.4921394342344,6.66908817437118e-11,"EUS100I","particle","sample","EUS",100,1299
"14863",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14864",3,"polyethylene, chlorinated",90.75,1.73205080787133,7.77817459305202,4.49073119431831,57.4921393338398,6.66908816272542e-11,"EUS100I","particle","sample","EUS",100,1299
"14865",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14866",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14867",3,"polyethylene, chlorinated",90.75,1.73205080635905,7.77817459305202,4.49073119823923,57.4921394342344,6.66908817437118e-11,"EUS100I","particle","sample","EUS",100,1299
"14868",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14869",3,"polyethylene, chlorinated",90.75,1.73205080514923,7.77817459305202,4.49073120137597,57.4921395145499,6.66908818368779e-11,"EUS100I","particle","sample","EUS",100,1299
"14870",3,"polyethylene, chlorinated",90.75,1.7320508060566,7.77817459305202,4.49073119902342,57.4921394543132,6.66908817670033e-11,"EUS100I","particle","sample","EUS",100,1299
"14871",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14872",3,"polyethylene, chlorinated",90.75,1.73205080696397,7.77817459305202,4.49073119667086,57.4921393940765,6.66908816971288e-11,"EUS100I","particle","sample","EUS",100,1299
"14873",3,"polyethylene, chlorinated",90.75,1.73205080711519,7.77817459305202,4.49073119627877,57.4921393840371,6.6690881685483e-11,"EUS100I","particle","sample","EUS",100,1299
"14874",3,"polyethylene, chlorinated",90.75,1.73205080575414,7.77817459305202,4.4907311998076,57.4921394743921,6.66908817902949e-11,"EUS100I","particle","sample","EUS",100,1299
"14875",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14876",3,"polyethylene, chlorinated",90.75,1.73205080575414,7.77817459305202,4.4907311998076,57.4921394743921,6.66908817902949e-11,"EUS100I","particle","sample","EUS",100,1299
"14877",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14878",3,"polyethylene, chlorinated",90.75,1.73205080514923,7.77817459305202,4.49073120137597,57.4921395145499,6.66908818368779e-11,"EUS100I","particle","sample","EUS",100,1299
"14879",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14880",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14881",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14882",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14883",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14884",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14885",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14886",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14887",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14888",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14889",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14890",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14891",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14892",3,"polyethylene, chlorinated",90.75,1.73205080635905,7.77817459305202,4.49073119823923,57.4921394342344,6.66908817437118e-11,"EUS100I","particle","sample","EUS",100,1299
"14893",3,"polyethylene, chlorinated",90.75,1.73205080696397,7.77817459305202,4.49073119667086,57.4921393940765,6.66908816971288e-11,"EUS100I","particle","sample","EUS",100,1299
"14894",3,"polyethylene, chlorinated",90.75,1.73205080998852,7.77817459305202,4.49073118882902,57.4921391932876,6.66908814642136e-11,"EUS100I","particle","sample","EUS",100,1299
"14895",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14896",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14897",3,"polyethylene, chlorinated",90.75,1.73205080514923,7.77817459305202,4.49073120137597,57.4921395145499,6.66908818368779e-11,"EUS100I","particle","sample","EUS",100,1299
"14898",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14899",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14900",3,"polyethylene, chlorinated",90.75,1.73205080030994,7.77817459305202,4.49073121392293,57.4921398358123,6.66908822095423e-11,"EUS100I","particle","sample","EUS",100,1299
"14901",3,"polyethylene, chlorinated",90.75,1.73205080393941,7.77817459305202,4.49073120451271,57.4921395948655,6.6690881930044e-11,"EUS100I","particle","sample","EUS",100,1299
"14902",3,"polyethylene, chlorinated",90.75,1.73205081119835,7.77817459305202,4.49073118569228,57.492139112972,6.66908813710475e-11,"EUS100I","particle","sample","EUS",100,1299
"14903",3,"polyethylene, chlorinated",90.75,3,16.5,5.5,182.938867209351,2.12209085962847e-10,"EUS100I","particle","sample","EUS",100,1299
"14904",3,"polyethylene, chlorinated",90.75,1.73205080514923,7.77817459305202,4.49073120137597,57.4921395145499,6.66908818368779e-11,"EUS100I","particle","sample","EUS",100,1299
"14905",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14906",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14907",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14908",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14909",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14910",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14911",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14912",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14913",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14914",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14915",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14916",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14917",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14918",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14919",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14920",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14921",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14922",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14923",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14924",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14925",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14926",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14927",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14928",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14929",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14930",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14931",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14932",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14933",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14934",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14935",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14936",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14937",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14938",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14939",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14940",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14941",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14942",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14943",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14944",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14945",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14946",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14947",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14948",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14949",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14950",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14951",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14952",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14953",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14954",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14955",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14956",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14957",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14958",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14959",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14960",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14961",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14962",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14963",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14964",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14965",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14966",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14967",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14968",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14969",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14970",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14971",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14972",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14973",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14974",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14975",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14976",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14977",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14978",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14979",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14980",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14981",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14982",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14983",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14984",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14985",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14986",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14987",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14988",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14989",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14990",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14991",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14992",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14993",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14994",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14995",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14996",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14997",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14998",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"14999",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"15000",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"15001",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
"15002",3,"polyethylene, chlorinated",60.5,2,11,5.5,121.959244806234,1.41472723975231e-10,"EUS100I","particle","sample","EUS",100,1299
